date-time,atmospheric pressure (mBar),rainfall (mm),wind speed (m/s),wind direction (degrees),surface temperature (C),relative humidity (%),solar flux (Kw/m2),battery (V)
01/01/2015 00,999,0,7.68,213.2,8.96,69.4,0,13.52
01/01/2015 01,1016,0,8.39,211,9.18,68.7,0,13.75
01/01/2015 02,1015,0,8.44,192.5,9.07,68.3,0,13.75
01/01/2015 03,1015,0,8.48,188.2,9.66,65.3,0,13.75
01/01/2015 04,1014,0,9.28,189.6,10,68,0,13.74
01/01/2015 05,1014,0,7.7,196.9,9.96,69.8,0,13.74
01/01/2015 06,1013,0,7.94,184.5,10.1,70.4,0,13.73
01/01/2015 07,1013,0,8.13,184.5,9.69,75.4,0,13.74
01/01/2015 08,1012,0,7.14,179,9.1,80.9,0.0004439,13.76
01/01/2015 09,1010,0,6.79,168.3,8.64,86,0.0082376,13.77
01/01/2015 10,1008,0,7.77,163.3,9.24,88.6,0.031865,13.77
01/01/2015 11,1005,0,11.05,169.9,9.57,85.2,0.0314704,13.77
01/01/2015 12,1004,0,9.99,172.3,10.08,84.9,0.0417057,13.76
01/01/2015 13,1003,0,10.56,181.1,10.86,86.3,0.0217037,13.75
01/01/2015 14,1002,0,10.33,176.5,11.46,86.2,0.0201993,13.73
01/01/2015 15,1001,0,9.08,171.8,11.29,89,0.0056232,13.72
01/01/2015 16,1000,0,8.22,172.4,11.01,91.1,0.000222,13.72
01/01/2015 17,999,0,8.38,170.3,11.29,90,0.000222,13.72
01/01/2015 18,998,0,9.4,170.9,11.76,89.9,0,13.71
01/01/2015 19,997,0,9.57,186.5,12.73,86.6,0.000296,13.7
01/01/2015 20,998,0,7.81,233.8,11.51,91.1,0.0006166,13.7
01/01/2015 21,1000,0,8.54,238.9,9.81,89.8,0.0001726,13.72
01/01/2015 22,1001,0.1,9.1,245.7,8.91,80.5,0.0002466,13.74
01/01/2015 23,1003,0,8.27,247.8,7.35,80.6,0,13.78
02/01/2015 00,1005,0,7.41,245.1,6.45,74.8,0,13.8
02/01/2015 01,1006,0,7.28,246.3,5.37,78.8,0.0000247,13.84
02/01/2015 02,1008,0,7.24,240.5,4.62,75.6,0,13.86
02/01/2015 03,1009,0,7.04,243.6,4.04,73.8,0,13.88
02/01/2015 04,1010,0,6.58,241.6,3.39,77.7,0,13.9
02/01/2015 05,1011,0,6.15,237.1,2.66,86.2,0,13.92
02/01/2015 06,1012,0,6.88,232.6,3.36,79.7,0,13.93
02/01/2015 07,1013,0,5.82,250.1,3.28,81.1,0.0000493,13.93
02/01/2015 08,1014,0,5.6,244.2,3.41,78.5,0.0032556,13.94
02/01/2015 09,1016,0,6.12,238.1,3.97,73.4,0.0311745,13.93
02/01/2015 10,1016,0,6.72,245.4,4.17,70.3,0.093622,13.91
02/01/2015 11,1018,0.1,6.1,258.6,2.5,83.8,0.0608198,13.92
02/01/2015 12,1019,0,5.41,242.3,1.82,91.6,0.1111083,13.94
02/01/2015 13,1020,0,5.61,246.7,2.24,85.6,0.096335,13.94
02/01/2015 14,1020,0,4.95,244.9,3.11,75.6,0.0734721,13.92
02/01/2015 15,1021,0,5.17,241,3.63,67.6,0.0119124,13.92
02/01/2015 16,1021,0,3.58,238.6,3.47,73.1,0,13.92
02/01/2015 17,1021,0,4.56,223.3,3.51,76.4,0,13.92
02/01/2015 18,1020,0,5.86,208.2,3.55,81.2,0.0000987,13.92
02/01/2015 19,1019,0,8.77,211.3,4.19,79.4,0,13.92
02/01/2015 20,1018,0.1,10.13,211,4.98,73.8,0.0000493,13.91
02/01/2015 21,1018,0,9.55,213.7,5.36,72.1,0,13.89
02/01/2015 22,1017,0,9.28,224.2,5.34,74.8,0,13.89
02/01/2015 23,1017,0,9.19,229.2,4.99,82.5,0,13.89
03/01/2015 00,1017,0,9.03,225.6,4.94,83.8,0,13.89
03/01/2015 01,1017,0,8.18,228.3,5.06,82.1,0,13.88
03/01/2015 02,1017,0,6.28,235.9,5.19,83.5,0,13.87
03/01/2015 03,1016,0,5.57,231.5,5.02,82.4,0,13.87
03/01/2015 04,1016,0,4.66,245.8,4.85,85.3,0,13.87
03/01/2015 05,1016,0,3.35,254.1,4.63,83.9,0,13.89
03/01/2015 06,1016,0,2.45,263.8,4.02,83.2,0,13.89
03/01/2015 07,1016,0,2.21,263.5,3.6,83.5,0,13.9
03/01/2015 08,1016,0,1.84,260.4,3.27,80.8,0.0015045,13.92
03/01/2015 09,1017,0,1.54,242.6,2.82,81.7,0.0155626,13.94
03/01/2015 10,1017,0,1.58,261.8,2.44,81.7,0.0472303,13.95
03/01/2015 11,1018,0,2.5,252.8,3.15,78,0.1502736,13.91
03/01/2015 12,1018,0,1.89,263.6,3.85,72.2,0.1604596,13.86
03/01/2015 13,1019,0,1.35,262.2,4.1,72.3,0.1355743,13.84
03/01/2015 14,1020,0,2.34,273.5,3.99,67.9,0.079194,13.83
03/01/2015 15,1021,0,2.3,262.1,3.25,68.6,0.0136635,13.87
03/01/2015 16,1021,0,2.64,250.7,2.53,73,0,13.92
03/01/2015 17,1022,0,2.63,250,2.5,73,0,13.94
03/01/2015 18,1023,0,2.87,255.6,2.49,71.8,0,13.96
03/01/2015 19,1024,0,2.67,249.9,2.2,73,0,13.97
03/01/2015 20,1025,0,2.9,249.2,2.32,72.9,0,13.97
03/01/2015 21,1025,0,3.07,250.6,2.02,72.9,0,13.98
03/01/2015 22,1027,0,2.92,252.5,1.86,73.6,0,13.98
03/01/2015 23,1027,0,2.6,254.1,1.83,75,0,13.99
04/01/2015 00,1028,0,2.32,243,1.79,76.2,0,13.99
04/01/2015 01,1028,0,0.75,169.7,2.29,75.7,0,14
04/01/2015 02,1029,0,0.79,198.2,2.19,74.2,0,13.99
04/01/2015 03,1029,0,1.55,204.9,3.27,68.8,0,13.97
04/01/2015 04,1029,0,3.3,223.6,3.71,69.3,0,13.94
04/01/2015 05,1029,0,3.87,226.6,3.7,69.6,0,13.93
04/01/2015 06,1029,0,4.88,230.7,3.57,68.6,0,13.92
04/01/2015 07,1029,0,4.54,226.1,3.94,67.5,0,13.92
04/01/2015 08,1029,0,3.59,244.1,3.88,70.4,0.0019484,13.92
04/01/2015 09,1030,0,4.17,235.8,4.18,68.6,0.0377842,13.92
04/01/2015 10,1030,0,4.87,223.5,4.97,65.8,0.1094312,13.89
04/01/2015 11,1029,0,3.38,179.1,5.27,66.1,0.1507669,13.84
04/01/2015 12,1029,0,3.38,201.4,5.22,69.5,0.163814,13.82
04/01/2015 13,1029,0,4.15,226.2,5.19,72.8,0.1344645,13.8
04/01/2015 14,1029,0,4.9,227.5,4.26,78.3,0.0432102,13.82
04/01/2015 15,1028,0,4.49,233,4.27,82.1,0.0040941,13.85
04/01/2015 16,1028,0,4.45,230.2,4.68,83.3,0.0000247,13.85
04/01/2015 17,1027,0,3.96,224.8,4.95,84,0,13.85
04/01/2015 18,1027,0,2.32,212.9,5.44,83,0,13.86
04/01/2015 19,1026,0,0.72,134.4,5.29,82.9,0,13.86
04/01/2015 20,1027,0,2.55,155.3,5.25,84,0,13.87
04/01/2015 21,1026,0,3.78,212.9,5.57,81.1,0,13.85
04/01/2015 22,1026,0,4.61,214.5,5.95,81.6,0,13.84
04/01/2015 23,1025,0,2.47,223.8,6.03,84,0,13.84
05/01/2015 00,1024,0,1.58,204.5,6.18,84.8,0,13.84
05/01/2015 01,1023,0,0.6,88.7,6.23,82.7,0,13.86
05/01/2015 02,1023,0,1.12,141.6,6.32,82,0,13.86
05/01/2015 03,1023,0,1.6,151.6,5.82,86.3,0,13.86
05/01/2015 04,1022,0,2.25,154.1,6.64,85.5,0,13.85
05/01/2015 05,1022,0,2.89,170.2,6.85,88.4,0,13.83
05/01/2015 06,1021,0,3.87,162,7.27,89.9,0,13.81
05/01/2015 07,1021,0,2.67,162.8,7.64,88.7,0,13.8
05/01/2015 08,1021,0,1.63,171.8,7.82,87.4,0.0013811,13.79
05/01/2015 09,1021,0,1.5,152.2,7.84,88.4,0.0157845,13.79
05/01/2015 10,1020,0,4.93,163.3,8.38,86.9,0.0623489,13.77
05/01/2015 11,1020,0,5.2,160.5,8.47,87.9,0.0932273,13.77
05/01/2015 12,1019,0,3.99,160.8,8.95,85.7,0.1595472,13.75
05/01/2015 13,1019,0,3.75,164.9,9.32,86.2,0.0879248,13.74
05/01/2015 14,1018,0,4.13,159,9.11,89.8,0.042051,13.74
05/01/2015 15,1017,0,4.29,159.4,8.84,89,0.0079169,13.74
05/01/2015 16,1017,0,4.6,162.2,8.51,87.7,0.0000493,13.75
05/01/2015 17,1017,0,3.96,164.7,8.09,91.6,0,13.77
05/01/2015 18,1016,0,5.2,165.3,8.25,90.4,0,13.78
05/01/2015 19,1015,0,5.71,166.7,8.55,87,0,13.78
05/01/2015 20,1015,0,6.15,163.3,8.72,86.4,0,13.77
05/01/2015 21,1014,0,5.34,156.9,8.81,84.6,0,13.76
05/01/2015 22,1013,0,4.08,156.7,8.73,83.9,0,13.76
05/01/2015 23,1013,0,2.75,153.9,8.41,85.4,0,13.76
06/01/2015 00,1012,0,4.92,162.1,8.43,83.6,0,13.76
06/01/2015 01,1011,0,3.42,156,8.66,81.2,0,13.76
06/01/2015 02,1010,0,1.76,160.6,8.56,83.3,0,13.76
06/01/2015 03,1009,0,2.84,186.1,8.58,83.8,0,13.75
06/01/2015 04,1008,0,4.28,173.8,8.7,83.1,0,13.75
06/01/2015 05,1007,0,5.06,198,8.32,83.2,0.000074,13.77
06/01/2015 06,1006,0,4.2,184.6,8.21,84.1,0,13.79
06/01/2015 07,1006,0,5.57,212.4,7.37,83.2,0.0005426,13.79
06/01/2015 08,1007,0,5.93,248.8,4.18,90.8,0.000296,13.84
06/01/2015 09,1009,0,4.71,243.5,3.62,92.1,0.0105066,13.87
06/01/2015 10,1010,0,4.71,247,3.97,91.3,0.1023282,13.89
06/01/2015 11,1011,0,5.12,248.3,4.68,87.1,0.1622354,13.86
06/01/2015 12,1011,0,4.78,251.2,5.09,76.9,0.170325,13.83
06/01/2015 13,1012,0,5.12,242.9,5,77.6,0.1475361,13.82
06/01/2015 14,1013,0,3.99,230.1,4.64,79,0.0783801,13.83
06/01/2015 15,1014,0,3.4,229.8,4.08,84,0.0116658,13.86
06/01/2015 16,1014,0,4.08,220.8,3.65,82.3,0.0001233,13.9
06/01/2015 17,1014,0,3.46,219.3,3.61,82.4,0,13.92
06/01/2015 18,1015,0,4.27,228,3.78,81.5,0,13.92
06/01/2015 19,1016,0,4.2,224.2,3.55,82.8,0,13.92
06/01/2015 20,1016,0,4.07,205.7,3.75,82.2,0,13.93
06/01/2015 21,1016,0,4.81,198.8,4.11,79,0,13.92
06/01/2015 22,1016,0,5.39,187.9,3.89,76.8,0,13.91
06/01/2015 23,1015,0,4.61,165.6,3.13,80,0,13.92
07/01/2015 00,1015,0,4.89,174.6,3.92,77.1,0,13.92
07/01/2015 01,1014,0,6.17,181.4,4.99,77.4,0,13.9
07/01/2015 02,1013,0,5.91,176.8,5.76,78.6,0,13.88
07/01/2015 03,1012,0,6.47,177.7,6.34,78.5,0,13.87
07/01/2015 04,1010,0,6.41,174.6,6.96,75.2,0,13.84
07/01/2015 05,1010,0,7.31,193.8,7.38,72.7,0,13.82
07/01/2015 06,1008,0,6.47,176.1,7.29,74.1,0,13.81
07/01/2015 07,1006,0,8.46,172.6,7.07,79.8,0,13.82
07/01/2015 08,1005,0,9.52,169.1,7.54,79.3,0.0013811,13.82
07/01/2015 09,1004,0,10.33,174.9,8.22,79.9,0.0245893,13.81
07/01/2015 10,1002,0,11.41,176.9,8.8,78.5,0.0623982,13.79
07/01/2015 11,1001,0,10.95,175.8,9.28,77.9,0.1019089,13.78
07/01/2015 12,1000,0,11.41,175.9,9.35,79.7,0.0886893,13.76
07/01/2015 13,1000,0,10.05,174.1,9.68,80.8,0.0611897,13.76
07/01/2015 14,998,0,10.67,180.5,10.09,81.6,0.0140828,13.76
07/01/2015 15,997,0,10.59,181.1,10.21,82.2,0.0060918,13.75
07/01/2015 16,997,0,10.4,176.7,10.1,87.1,0.0003206,13.75
07/01/2015 17,996,0,9.85,174.4,10.54,86.7,0.0000987,13.75
07/01/2015 18,998,0.1,8.71,220.3,9.86,84.5,0.0007892,13.75
07/01/2015 19,999,0,6.56,235.6,8.21,82.1,0.0003206,13.78
07/01/2015 20,1000,0,6.36,233.9,7.74,83,0.0000493,13.79
07/01/2015 21,1002,0,7.35,241.3,6.01,82.9,0.0004193,13.82
07/01/2015 22,1002,0,5.76,228.8,5.39,81.7,0,13.85
07/01/2015 23,1003,0,5.9,223.7,5.45,79,0,13.86
08/01/2015 00,1003,0,6,220.6,5.69,76.2,0,13.86
08/01/2015 01,1004,0,5.02,224.9,5.01,76.2,0,13.87
08/01/2015 02,1005,0,5.63,204.4,5.56,75,0,13.87
08/01/2015 03,1005,0,5.99,222.2,5.43,76,0.0001973,13.86
08/01/2015 04,1006,0,5.94,227.5,4.22,82.5,0.0005426,13.89
08/01/2015 05,1006,0,5.97,233.5,4.42,79.9,0.0001973,13.89
08/01/2015 06,1006,0,5.2,223.5,3.88,86.7,0.0000493,13.91
08/01/2015 07,1007,0,5.18,243.1,3.67,80.5,0,13.92
08/01/2015 08,1008,0,6.02,219.5,3.76,83.8,0.0015538,13.93
08/01/2015 09,1008,0,7.12,217.6,4.15,79.6,0.039412,13.92
08/01/2015 10,1009,0,7.44,223.3,4.03,78,0.0889853,13.91
08/01/2015 11,1010,0,6.53,239.1,4.14,80.7,0.1551077,13.88
08/01/2015 12,1010,0,6.33,241.2,4.11,79.2,0.1339219,13.89
08/01/2015 13,1011,0,6.4,242.8,4.68,73.3,0.139693,13.86
08/01/2015 14,1012,0,5.55,248.1,4.12,72,0.0644946,13.88
08/01/2015 15,1013,0,4.87,232.4,3.69,72.7,0.0151433,13.89
08/01/2015 16,1013,0,4.51,221.6,3.38,75.1,0.0000493,13.91
08/01/2015 17,1013,0,4.82,213,3.58,79.2,0,13.91
08/01/2015 18,1011,0,6.75,192,4.21,75.5,0,13.9
08/01/2015 19,1010,0,6.3,193.3,4.34,69.8,0,13.9
08/01/2015 20,1009,0,9.26,191.6,4.47,73.7,0.0002713,13.89
08/01/2015 21,1006,0.1,6.52,170,2.76,88.7,0.0000987,13.91
08/01/2015 22,1000,0,7.57,165,3.39,92.6,0,13.92
08/01/2015 23,995,0,11.88,174.9,5.62,88.2,0.000074,13.9
09/01/2015 00,993,0.4,13.18,209.8,8.14,79.1,0.0007892,13.85
09/01/2015 01,996,0.2,8.89,252.5,7.21,69.8,0.000296,13.85
09/01/2015 02,996,0.5,11.04,242.3,6.97,65.9,0.0002713,13.84
09/01/2015 03,996,1,12.09,245,6.52,69.7,0.0004439,13.85
09/01/2015 04,998,0.6,11.4,251.7,6.61,67.1,0.0003206,13.84
09/01/2015 05,999,0.5,10,256.9,6.16,68,0.0002466,13.85
09/01/2015 06,1000,0.3,9.55,251.5,6.39,61.9,0,13.85
09/01/2015 07,1002,0.1,8.44,251.7,6.22,66.3,0,13.84
09/01/2015 08,1004,0,7.07,249,6.48,62.9,0.0013565,13.83
09/01/2015 09,1004,0,7.86,248.8,6.77,57.2,0.0292261,13.82
09/01/2015 10,1005,0,8.38,246.3,6.9,61.4,0.0697726,13.82
09/01/2015 11,1004,0,6.2,248.8,6.9,64.1,0.0809451,13.82
09/01/2015 12,1004,0,5.09,233.1,6.61,75.2,0.0484141,13.82
09/01/2015 13,1003,0,5.74,224.4,5.49,85.2,0.0375376,13.84
09/01/2015 14,1001,0,4.66,191.6,4.45,84.1,0.0259952,13.86
09/01/2015 15,999,0,1.37,202.6,3.99,88.3,0.0061165,13.88
09/01/2015 16,997,0,1.39,238.3,5.94,88.8,0,13.87
09/01/2015 17,996,0,2.19,278.5,7.09,93.5,0,13.84
09/01/2015 18,995,0.1,8.92,244,11.27,95.1,0,13.79
09/01/2015 19,995,0.3,10.99,243.8,12,89.7,0.0000493,13.74
09/01/2015 20,995,0.2,10.62,242.8,11.83,90.1,0,13.72
09/01/2015 21,995,0.1,9.6,239,11.59,90.9,0,13.71
09/01/2015 22,995,0,8.77,227.1,11.43,92.3,0.000074,13.71
09/01/2015 23,994,0,8.94,222.4,11.51,92,0,13.7
10/01/2015 00,992,0,8.67,210.5,11.76,89.3,0,13.7
10/01/2015 01,990,0,9.56,201.8,12.11,85.9,0.0001973,13.7
10/01/2015 02,987,0.1,11.38,207.7,12.17,85,0.0001973,13.7
10/01/2015 03,986,0.3,11.61,228.1,11.61,86.3,0.0008386,13.7
10/01/2015 04,988,0.4,10.71,244.2,8.57,77.9,0.0008879,13.74
10/01/2015 05,989,0.6,11.26,249,7.52,70.5,0.000296,13.78
10/01/2015 06,990,0.1,9.09,256.4,6.57,66.2,0,13.8
10/01/2015 07,992,0.1,8.63,254.8,4.31,75.4,0.0007646,13.84
10/01/2015 08,995,0.1,8.01,251.8,2.29,85.1,0.0020717,13.9
10/01/2015 09,996,0,7.15,252,2.73,73.9,0.0443693,13.93
10/01/2015 10,998,0,8.23,254.2,2.77,68,0.0897745,13.93
10/01/2015 11,999,0,7.09,257.1,1.09,88.9,0.1048685,13.95
10/01/2015 12,1001,0,7.07,252.8,1.86,82.5,0.1420115,13.95
10/01/2015 13,1001,0,7.07,245.7,2.28,76,0.1219603,13.93
10/01/2015 14,1003,0,6.78,257.6,1.04,83.9,0.034282,13.95
10/01/2015 15,1004,0,4.19,249.8,-0.1,98.7,0.0148473,13.99
10/01/2015 16,1004,0,5.78,242,0.8,94,0.0009619,14
10/01/2015 17,1004,0,6.44,244.1,1.22,83.7,0.0001973,14.01
10/01/2015 18,1005,0,6.2,243.1,0.86,89.7,0.000148,14.01
10/01/2015 19,1005,0,5.56,239.7,1.05,89.9,0,14.01
10/01/2015 20,1005,0,7,239.2,1.45,85.3,0.0002466,14
10/01/2015 21,1005,0,5.96,226.8,0.91,91.3,0.000074,14
10/01/2015 22,1005,0,6.59,238.2,0.93,89.4,0.0000987,14
10/01/2015 23,1005,0,6.96,238.8,1.25,85.1,0.000148,14
11/01/2015 00,1005,0,6.34,238.8,1.33,83.8,0,14
11/01/2015 01,1005,0,6.02,241.4,1.27,83.4,0,14
11/01/2015 02,1006,0,4.91,251.7,0.92,88.6,0.0000493,13.99
11/01/2015 03,1007,0,4.44,247.6,0.46,94,0,14
11/01/2015 04,1007,0,5.92,248.9,1.04,88.5,0,14.01
11/01/2015 05,1008,0,5.36,241.6,1.07,87.8,0,14
11/01/2015 06,1008,0,5.49,238.6,1.71,84.2,0,13.99
11/01/2015 07,1008,0,5.72,234.5,2.28,84,0,13.98
11/01/2015 08,1009,0,6.26,234.4,2.85,79.9,0.0016524,13.95
11/01/2015 09,1009,0,6.41,230.9,2.18,88.9,0.0154146,13.95
11/01/2015 10,1009,0,5.48,228.5,1.37,93.3,0.0192374,13.97
11/01/2015 11,1009,0,4.74,224.4,1.78,95.6,0.0365264,13.96
11/01/2015 12,1008,0,6.15,224.2,2.62,94,0.0429882,13.96
11/01/2015 13,1007,0,6.18,228.3,3.29,92.1,0.0550979,13.94
11/01/2015 14,1006,0,7.06,228.9,4.01,90.1,0.0518423,13.93
11/01/2015 15,1005,0,7.33,230.8,4.89,88.2,0.0212351,13.91
11/01/2015 16,1005,0,7.9,233.2,5.33,88.6,0.0003946,13.89
11/01/2015 17,1004,0,8.31,233.9,5.75,86.9,0,13.88
11/01/2015 18,1003,0,8.4,233.6,6.01,86,0,13.87
11/01/2015 19,1002,0,9.96,227.2,6.04,84.3,0,13.86
11/01/2015 20,1001,0,9.6,225.2,5.96,80.6,0,13.85
11/01/2015 21,1000,0,8.97,217.5,5.94,77.7,0,13.85
11/01/2015 22,999,0,9.65,220,6.16,76.1,0,13.85
11/01/2015 23,997,0.1,11.47,215.1,6.66,76.1,0,13.84
12/01/2015 00,995,0.2,11.77,210.4,6.85,75.6,0,13.83
12/01/2015 01,994,0.2,12.33,207.9,6.97,75.3,0.000074,13.83
12/01/2015 02,993,0.1,11.23,202.5,6.73,78.7,0.0003453,13.83
12/01/2015 03,991,0.1,12.23,189.4,6.73,77.9,0.000296,13.84
12/01/2015 04,990,0,10.66,185.1,7.06,79.8,0.0000987,13.84
12/01/2015 05,987,0.1,12.38,186.1,8.15,78.5,0,13.82
12/01/2015 06,986,0,11.04,199.8,8.54,80.8,0.0001726,13.8
12/01/2015 07,988,0,8.33,237.9,8.02,78.4,0.0001233,13.8
12/01/2015 08,989,0.1,7.9,241.4,6.08,77.6,0.0026636,13.83
12/01/2015 09,990,0.1,8.26,243.4,4.72,80.1,0.0216051,13.87
12/01/2015 10,991,0.1,9,235.2,3.66,78.5,0.0744586,13.9
12/01/2015 11,992,0.1,8.55,232.3,4.31,73.4,0.1299511,13.88
12/01/2015 12,993,0,7.86,235.5,2.98,79.3,0.108198,13.91
12/01/2015 13,993,0,7.56,236.2,2.73,81.7,0.1022542,13.91
12/01/2015 14,994,0,7.02,221.6,2.38,84.2,0.0412864,13.94
12/01/2015 15,995,0,6.33,225.5,2.48,80.8,0.0197553,13.95
12/01/2015 16,995,0,4.27,203.3,2.72,76.3,0.0005919,13.96
12/01/2015 17,995,0,5.37,185,3.14,70.8,0,13.95
12/01/2015 18,995,0,6.97,183.3,3.23,63.1,0,13.95
12/01/2015 19,994,0,7.44,173.3,2.94,62,0,13.95
12/01/2015 20,993,0,8.32,180.1,3.34,63.1,0,13.93
12/01/2015 21,992,0,9.34,172.7,4.12,65.6,0,13.92
12/01/2015 22,991,0,7.85,170.9,4.2,69.9,0.0001726,13.91
12/01/2015 23,990,0,7.27,177.7,3.76,77.8,0.0001973,13.92
13/01/2015 00,990,0,6.05,181.1,3.74,81.4,0,13.92
13/01/2015 01,991,0,5.88,230.3,2.79,85.9,0.000296,13.92
13/01/2015 02,991,0,3.55,264.9,1.3,90.8,0,13.95
13/01/2015 03,991,0,1.92,185.9,0.68,95,0,13.97
13/01/2015 04,991,0,3.05,193.6,1.64,81.4,0,13.98
13/01/2015 05,991,0,4.23,206.8,1.72,80.2,0,13.98
13/01/2015 06,990,0,4.66,186.1,1.69,77,0,13.99
13/01/2015 07,990,0,6.34,182.6,1.69,70.9,0,13.98
13/01/2015 08,989,0,7.61,191,1.84,69.7,0.0031816,13.98
13/01/2015 09,990,0,6.47,195.1,1.71,73.9,0.042199,13.98
13/01/2015 10,990,0,6.42,200.2,1.59,77.2,0.0757658,13.98
13/01/2015 11,990,0,6.77,205.2,1.86,75.6,0.1465495,13.96
13/01/2015 12,989,0,6.35,202.6,2.02,73.3,0.1798203,13.94
13/01/2015 13,989,0,6.58,208.2,2.06,69.5,0.1483254,13.92
13/01/2015 14,989,0,6.31,192.9,2.18,65,0.1393725,13.91
13/01/2015 15,989,0,6.26,194.3,1.71,65.1,0.0332708,13.93
13/01/2015 16,989,0,5.96,205.8,1.06,68.3,0.0005426,13.96
13/01/2015 17,990,0,6.14,190.5,0.44,76.6,0.000074,13.99
13/01/2015 18,989,0,5.75,204.8,0.65,76.2,0.0000247,14
13/01/2015 19,989,0,6.89,200.9,0.68,74.3,0,14.01
13/01/2015 20,989,0,6.43,207.9,0.69,74.7,0.0004686,14
13/01/2015 21,990,0,7.1,215.7,0.1,84.7,0.0004193,14.01
13/01/2015 22,990,0,7.35,219.1,0.22,84.4,0.000148,14.01
13/01/2015 23,990,0,6.43,214.2,0.54,82.3,0,14.01
14/01/2015 00,990,0,6.89,217.4,0.74,75.6,0,14.01
14/01/2015 01,990,0,6.71,224.3,0.89,74.1,0,14.01
14/01/2015 02,990,0,6.11,210.4,0.85,73.9,0,14
14/01/2015 03,991,0,6.11,214,0.49,74,0,14.01
14/01/2015 04,990,0,7.39,208.2,0.45,71.1,0,14.01
14/01/2015 05,990,0,6.37,200.8,0.27,72.8,0,14.02
14/01/2015 06,991,0,5.53,224.2,0.15,73.1,0,14.02
14/01/2015 07,991,0,7.24,215.3,0.34,73.3,0,14.02
14/01/2015 08,991,0,7.84,208.5,0.85,70.3,0.0040201,14.01
14/01/2015 09,991,0,8.07,195,0.98,75.3,0.01502,14
14/01/2015 10,991,0,9.23,185.3,1.29,80.1,0.0976668,14
14/01/2015 11,991,0,8.35,203.8,2.14,77.3,0.1616928,13.96
14/01/2015 12,991,0,8.47,193.9,2.76,73,0.185197,13.93
14/01/2015 13,992,0,8.04,189,2.79,69.6,0.1039806,13.92
14/01/2015 14,991,0,6.7,174.2,2.75,70.3,0.0592167,13.93
14/01/2015 15,990,0,6.38,181.1,3.17,69.4,0.0163765,13.92
14/01/2015 16,989,0,4.85,168.3,2.75,74.8,0.000296,13.92
14/01/2015 17,985,0,3.6,141.8,3,75.4,0,13.92
14/01/2015 18,982,0,5.75,145.7,3.2,76.9,0,13.92
14/01/2015 19,979,0,6.69,146.1,3.15,78.4,0,13.92
14/01/2015 20,976,0,6.2,142.4,3.31,79.6,0,13.92
14/01/2015 21,972,0,6.92,150,3.5,82.5,0.000074,13.92
14/01/2015 22,969,0,8.44,154,3.97,84.8,0,13.92
14/01/2015 23,966,0,8.18,155.4,4.84,86.9,0,13.9
15/01/2015 00,966,0,7.15,182.4,6.27,81.9,0.0000493,13.88
15/01/2015 01,966,0,8.09,199.9,6.36,69.5,0,13.87
15/01/2015 02,966,0,9.09,177.1,5.71,66.2,0,13.86
15/01/2015 03,966,0,9.59,186.2,5.56,63.7,0,13.86
15/01/2015 04,966,0,9.97,182.6,5.61,61.4,0,13.85
15/01/2015 05,965,0,9.96,181.4,5.21,62.2,0,13.86
15/01/2015 06,965,0,10.8,187.3,5.11,60.5,0,13.87
15/01/2015 07,965,0,10.99,188.7,4.99,60.3,0,13.87
15/01/2015 08,965,0,10.88,185.1,4.75,60.6,0.0036008,13.88
15/01/2015 09,965,0,11.16,181.7,4.77,60.3,0.0435308,13.87
15/01/2015 10,964,0,10.87,178.9,4.71,63.1,0.04432,13.87
15/01/2015 11,964,0.1,12.25,184.1,4.71,64.1,0.054062,13.89
15/01/2015 12,964,0,11.72,182.7,4.96,59.9,0.0510778,13.89
15/01/2015 13,963,0,10.85,180.5,4.42,66.6,0.0448873,13.89
15/01/2015 14,963,0,10.86,183.9,3.08,83.2,0.0402999,13.91
15/01/2015 15,963,0,9.58,177.3,3.11,84.7,0.0163765,13.93
15/01/2015 16,963,0,8.49,187.8,3.56,85.5,0.0007152,13.93
15/01/2015 17,963,0,9.27,202.1,4.59,83.6,0.0000493,13.92
15/01/2015 18,964,0,8.96,229.4,5.27,84.4,0,13.9
15/01/2015 19,967,0,8.81,242.2,4.96,81.2,0,13.89
15/01/2015 20,969,0,8.79,237.1,4.76,77.6,0,13.89
15/01/2015 21,972,0,9.34,245.1,4.43,73.7,0,13.89
15/01/2015 22,975,0,8.73,247.2,4.04,70.6,0,13.9
15/01/2015 23,977,0,7.95,243.6,3.75,69.9,0,13.9
16/01/2015 00,980,0,7.14,243,3.24,71.8,0,13.91
16/01/2015 01,982,0,8.2,241.2,2.7,73.3,0,13.92
16/01/2015 02,984,0,6.59,242.3,2.5,72.4,0,13.93
16/01/2015 03,985,0,6.64,249.9,2.3,69.4,0,13.94
16/01/2015 04,987,0,6.68,250.4,1.71,69.7,0,13.96
16/01/2015 05,989,0,5.79,243.1,1.47,70.2,0,13.97
16/01/2015 06,990,0,5.77,234.1,1.49,67.2,0,13.98
16/01/2015 07,992,0,5.2,239.2,1.43,67.1,0,13.98
16/01/2015 08,993,0,4.88,245.3,1.12,70.5,0.002491,13.99
16/01/2015 09,994,0,5.11,235.1,0.61,74.8,0.0483155,14
16/01/2015 10,995,0,5.08,240.6,1.14,70.1,0.1256596,13.99
16/01/2015 11,996,0,6.09,243.2,1.45,69.8,0.1832485,13.95
16/01/2015 12,997,0,5.29,247.8,1.65,67.7,0.1992058,13.92
