date-time,atmospheric pressure (mBar),rainfall (mm),wind speed (m/s),wind direction (degrees),surface temperature (C),relative humidity (%),solar flux (Kw/m2),battery (V)
01/01/2015 00,59944,0,460.77,12790.8,537.6,4161.3,0,811.25
01/01/2015 01,60937,0,503.62,12659,551.1,4124.2,0,825
01/01/2015 02,60893,0,506.62,11550.2,544.03,4099.4,0,825.29
01/01/2015 03,60895,0,508.6,11292.6,579.84,3917.5,0,824.81
01/01/2015 04,60852,0,556.8,11373.2,599.89,4080.1,0,824.39
01/01/2015 05,60812,0,461.9,11812.5,597.68,4186.8,0,824.14
01/01/2015 06,60780,0,476.51,11069.4,606.09,4223.6,0,823.81
01/01/2015 07,60780,0,487.61,11071.2,581.58,4521.6,0,824.57
01/01/2015 08,60728,0.2,428.5,10739.8,546.1,4854.4,0.0266364,825.59
01/01/2015 09,60607,0.6,407.66,10096.4,518.14,5162.7,0.4942532,826.31
01/01/2015 10,60479,1.8,466.02,9798,554.69,5314.6,1.9119016,826.22
01/01/2015 11,60299,1,663.05,10196.4,574.5,5111.4,1.8882248,826.2
01/01/2015 12,60235,0.4,599.5,10339.8,604.91,5091.9,2.5023418,825.78
01/01/2015 13,60168,2.2,633.42,10866.3,651.49,5179.5,1.302224,824.88
01/01/2015 14,60120,0.6,619.82,10588.9,687.33,5172,1.2119562,824.07
01/01/2015 15,60087,0.8,544.82,10310.8,677.18,5341.5,0.3373944,823.39
01/01/2015 16,60018,0.4,493.28,10346.2,660.65,5467.2,0.0133182,823.25
01/01/2015 17,59926,0,502.86,10219.7,677.13,5401,0.0133182,823.26
01/01/2015 18,59860,0.2,563.76,10253.5,705.54,5394.2,0,822.82
01/01/2015 19,59820,1.2,574.06,11188.9,763.94,5197.6,0.0177576,821.92
01/01/2015 20,59899,2.4,468.59,14030.9,690.62,5463.5,0.036995,821.79
01/01/2015 21,59977,1.2,512.21,14333.9,588.5,5387.2,0.0103586,823.32
01/01/2015 22,60062,4,545.89,14744.6,534.85,4829.6,0.014798,824.52
01/01/2015 23,60186,0.2,496.27,14865.2,440.73,4837.8,0,826.66
02/01/2015 00,60290,0,444.44,14703.1,387.15,4490.1,0,827.9
02/01/2015 01,60383,1,436.55,14780.1,321.96,4729.3,0.0014798,830.13
02/01/2015 02,60459,0,434.59,14431.8,277.48,4535.5,0,831.87
02/01/2015 03,60555,0,422.48,14618.9,242.38,4426.2,0,832.79
02/01/2015 04,60628,0.2,394.74,14494.4,203.54,4660.8,0,833.99
02/01/2015 05,60680,0.4,369.26,14228,159.52,5172.6,0,835.34
02/01/2015 06,60730,0.2,412.63,13955.8,201.88,4783.9,0,835.92
02/01/2015 07,60808,0.2,349.03,15003.5,196.53,4867,0.0029596,836.04
02/01/2015 08,60857,0.2,336.02,14652.7,204.53,4712.2,0.1953336,836.32
02/01/2015 09,60930,0,367,14288.2,237.99,4403.2,1.8704672,835.89
02/01/2015 10,60989,0.6,403.06,14724.5,250.38,4218.8,5.6173202,834.55
02/01/2015 11,61107,3.4,365.9,15513.4,149.71,5027.4,3.6491862,835.41
02/01/2015 12,61146,0.4,324.47,14538.6,109.47,5498,6.666496,836.38
02/01/2015 13,61200,0.6,336.34,14799.2,134.34,5138.6,5.7801024,836.3
02/01/2015 14,61200,0,296.97,14696.9,186.41,4536.6,4.408324,835.21
02/01/2015 15,61235,0,310.09,14460.5,217.67,4056.9,0.7147434,835.15
02/01/2015 16,61260,0,214.53,14313.5,208.06,4383.8,0,835.44
02/01/2015 17,61260,0,273.34,13396.2,210.83,4582.8,0,835.39
02/01/2015 18,61227,0,351.82,12490.3,213.21,4874.3,0.0059192,835.47
02/01/2015 19,61145,0.4,526.35,12680.6,251.49,4761.1,0,835.36
02/01/2015 20,61090,3,607.94,12661.2,299.07,4429.9,0.0029596,834.77
02/01/2015 21,61072,2,573.05,12822,321.46,4326.8,0,833.27
02/01/2015 22,61032,2.2,556.81,13449.5,320.22,4486.3,0,833.39
02/01/2015 23,61026,2.6,551.26,13749.3,299.29,4952.6,0,833.39
03/01/2015 00,61005,0.4,541.88,13534.2,296.6,5030.4,0,833.37
03/01/2015 01,61003,0,490.99,13698.5,303.69,4928.1,0,832.62
03/01/2015 02,60995,0,376.81,14153.2,311.24,5010.4,0,832.19
03/01/2015 03,60960,0,334.07,13889.3,301.34,4946.3,0,832.18
03/01/2015 04,60960,0,279.32,14746.9,291.13,5116.1,0,832.49
03/01/2015 05,60960,0,201.01,15244.2,277.82,5031.3,0,833.25
03/01/2015 06,60960,0,147.09,15830.4,241.28,4992.6,0,833.4
03/01/2015 07,60960,0,132.67,15810.2,215.82,5007.8,0,834.03
03/01/2015 08,60960,0,110.59,15622.3,196.03,4849.9,0.0902678,835.15
03/01/2015 09,61013,0,92.25,14557.8,169.45,4902.7,0.9337538,836.41
03/01/2015 10,61041,0,94.57,15708.6,146.56,4904,2.8338172,837.16
03/01/2015 11,61072,0,149.78,15167.4,189.25,4680.5,9.016414,834.58
03/01/2015 12,61080,0,113.57,15814.7,230.97,4332.1,9.627579,831.54
03/01/2015 13,61112,0,80.82,15729.9,245.91,4339.9,8.13446,830.11
03/01/2015 14,61176,0,140.11,16409.6,239.56,4076.7,4.7516374,830.08
03/01/2015 15,61252,0,137.78,15727.4,194.95,4117.3,0.8198092,832.45
03/01/2015 16,61273,0,158.25,15039.6,151.56,4382.1,0,835.21
03/01/2015 17,61336,0,157.8,15001.1,149.93,4380,0,836.57
03/01/2015 18,61398,0,172.11,15337.1,149.23,4309,0,837.33
03/01/2015 19,61469,0,160.44,14994.8,132.05,4381.7,0,837.97
03/01/2015 20,61500,0,174,14949.2,139.11,4374,0,838.19
03/01/2015 21,61528,0,184.34,15038.9,121.41,4372.2,0,838.58
03/01/2015 22,61599,0,175.3,15150.4,111.78,4415.4,0,839.02
03/01/2015 23,61634,0,156.25,15244.4,109.71,4498,0,839.4
04/01/2015 00,61680,0,139.38,14580,107.28,4573.5,0,839.44
04/01/2015 01,61680,0,45.22,10184.7,137.47,4539.1,0,839.71
04/01/2015 02,61718,0,47.18,11894.2,131.51,4450.4,0,839.4
04/01/2015 03,61740,0,93.09,12293.8,196.36,4129.9,0,838.09
04/01/2015 04,61725,0,197.98,13413.8,222.45,4159.9,0,836.62
04/01/2015 05,61740,0,232.3,13594.4,222.15,4175.2,0,835.73
04/01/2015 06,61740,0,292.68,13841.4,214.46,4117.4,0,835.5
04/01/2015 07,61740,0,272.46,13567.3,236.22,4050.3,0,835.2
04/01/2015 08,61758,0,215.61,14644.3,232.59,4221.1,0.1169042,835.2
04/01/2015 09,61800,0,250.3,14149.2,250.72,4117,2.2670536,835.01
04/01/2015 10,61799,0,292.45,13410.5,298.01,3950,6.565873,833.29
04/01/2015 11,61750,0,202.84,10743.3,316.39,3968.4,9.046017,830.55
04/01/2015 12,61734,0,202.84,12086.2,313.21,4171.3,9.828841,829.14
04/01/2015 13,61739,0,249.11,13569.5,311.56,4367.9,8.0678696,828.04
04/01/2015 14,61736,0,294.23,13648.4,255.9,4700.8,2.5926092,829.49
04/01/2015 15,61683,0,269.61,13979.2,256.02,4927.3,0.2456468,830.79
04/01/2015 16,61676,0,267.11,13812.8,281.05,4999.8,0.0014798,831.03
04/01/2015 17,61623,0,237.44,13485.1,297.18,5041.7,0,831.06
04/01/2015 18,61596,0,139.26,12775.9,326.67,4978.8,0,831.36
04/01/2015 19,61571,0,43.23,8064.5,317.66,4971.4,0,831.85
04/01/2015 20,61599,0,152.71,9317.6,314.97,5039.9,0,831.98
04/01/2015 21,61560,0,226.69,12775,334.19,4865,0,831.02
04/01/2015 22,61531,0,276.32,12871.3,356.88,4894.9,0,830.62
04/01/2015 23,61500,0,148.03,13430.1,361.72,5040.8,0,830.36
05/01/2015 00,61450,0,94.88,12272.8,370.91,5090.7,0,830.22
05/01/2015 01,61400,0,36.19,5319.9,373.58,4960.2,0,831.39
05/01/2015 02,61380,0,67.05,8497.2,379.46,4918.4,0,831.71
05/01/2015 03,61370,0,96.3,9093.9,349.3,5179,0,831.87
05/01/2015 04,61320,0,134.84,9245.5,398.5,5127.5,0,831.16
05/01/2015 05,61311,0,173.27,10213.6,411.1,5303.9,0,829.83
05/01/2015 06,61260,0,232.38,9719.4,436.27,5391.8,0,828.9
05/01/2015 07,61260,0,159.98,9769.4,458.33,5321,0,828.11
05/01/2015 08,61260,0,97.63,10305.4,469.25,5242.7,0.0828688,827.59
05/01/2015 09,61259,0,90.13,9134,470.11,5303.5,0.947072,827.16
05/01/2015 10,61200,0,295.69,9798,502.94,5211.2,3.7409344,826.46
05/01/2015 11,61200,0,311.85,9628.5,507.9,5272.4,5.5936402,826.16
05/01/2015 12,61148,0,239.6,9646.5,536.97,5144.4,9.5728296,825.02
05/01/2015 13,61120,0,224.88,9896.4,559.39,5173.6,5.275487,824.34
05/01/2015 14,61080,0,247.55,9541.1,546.72,5390.2,2.523059,824.36
05/01/2015 15,61033,0,257.53,9562.7,530.63,5338.1,0.4750158,824.55
05/01/2015 16,61020,0,275.76,9732.4,510.83,5260.2,0.0029596,825.14
05/01/2015 17,61012,0,237.67,9880.7,485.14,5496.4,0,826.17
05/01/2015 18,60960,0,312.19,9918.7,494.76,5422.1,0,826.71
05/01/2015 19,60901,0,342.34,10004,512.74,5222.6,0,826.53
05/01/2015 20,60885,0,368.85,9798.6,522.98,5184.1,0,826.17
05/01/2015 21,60840,0,320.67,9412.5,528.73,5076.2,0,825.71
05/01/2015 22,60808,0,245.08,9400.6,523.77,5035.1,0,825.6
05/01/2015 23,60773,0,164.79,9237,504.68,5126.1,0,825.6
06/01/2015 00,60712,0,295.31,9727.4,505.77,5013.1,0,825.6
06/01/2015 01,60647,0,205.07,9360.2,519.58,4871.8,0,825.6
06/01/2015 02,60600,0,105.4,9635,513.59,4995.4,0,825.46
06/01/2015 03,60536,0,170.46,11164.6,514.77,5025.3,0,825.28
06/01/2015 04,60464,0,256.94,10426.8,521.71,4983.7,0,825.3
06/01/2015 05,60415,1,303.64,11878.7,499.49,4994.9,0.0044394,826.02
06/01/2015 06,60360,0,252.15,11078.6,492.63,5045.1,0,827.24
06/01/2015 07,60373,0.4,334.29,12741.5,442.43,4993.4,0.0325556,827.51
06/01/2015 08,60445,1.6,355.8,14929.2,250.7,5449.5,0.0177576,830.43
06/01/2015 09,60513,0.6,282.75,14609.6,217.15,5523.2,0.6303948,832.44
06/01/2015 10,60599,0,282.78,14818.1,238.39,5478.6,6.1396936,833.19
06/01/2015 11,60660,0,307.17,14900.4,280.58,5223.6,9.7341236,831.31
06/01/2015 12,60675,0,287.05,15069.3,305.59,4611.6,10.219501,829.81
06/01/2015 13,60720,0,307.32,14573,300.08,4658.1,8.8521656,829.16
06/01/2015 14,60772,0,239.52,13806.8,278.41,4741.1,4.7028044,829.8
06/01/2015 15,60825,0,204.13,13786.7,244.68,5037.3,0.6999454,831.78
06/01/2015 16,60840,0,244.96,13245.1,218.82,4939.1,0.007399,834.13
06/01/2015 17,60864,0,207.59,13157.7,216.4,4945.2,0,835.02
06/01/2015 18,60920,0,255.98,13679.8,226.69,4889.8,0,835.2
06/01/2015 19,60960,0,252.19,13452.9,213.29,4967.3,0,835.34
06/01/2015 20,60945,0,244.05,12340.9,225.11,4932.9,0,835.7
06/01/2015 21,60947,0,288.37,11930.3,246.62,4741.3,0,835.07
06/01/2015 22,60960,0,323.51,11273.6,233.24,4608.6,0,834.85
06/01/2015 23,60920,0,276.31,9936.8,187.69,4800.2,0,835.19
07/01/2015 00,60900,0,293.43,10475.3,235.1,4626.6,0,835
07/01/2015 01,60850,0.2,370.21,10883.3,299.24,4642.7,0,834.21
07/01/2015 02,60789,0,354.89,10605.8,345.88,4714.4,0,832.92
07/01/2015 03,60716,0,388.04,10662.7,380.27,4710.4,0,831.92
07/01/2015 04,60629,0,384.34,10475.9,417.75,4509.2,0,830.65
07/01/2015 05,60573,0,438.6,11627.6,443,4364.5,0,829.37
07/01/2015 06,60484,0,387.97,10568.7,437.62,4445.8,0,828.82
07/01/2015 07,60388,0,507.37,10357.7,424.14,4787.7,0,829.38
07/01/2015 08,60282,0,571.36,10144,452.13,4758.6,0.0828688,829.33
07/01/2015 09,60210,0,619.79,10495.2,493.21,4795.5,1.4753606,828.5
07/01/2015 10,60143,1,684.35,10614.4,528.17,4708.6,3.7438934,827.62
07/01/2015 11,60084,0.6,656.91,10546,556.95,4674,6.1145336,826.53
07/01/2015 12,60026,0.6,684.41,10555.3,560.85,4780.1,5.32136,825.59
07/01/2015 13,59976,1.2,603.18,10444.7,580.7,4847.6,3.6713838,825.53
07/01/2015 14,59899,0.8,640.35,10830.3,605.56,4895.8,0.8449658,825.44
07/01/2015 15,59843,0.2,635.19,10865.8,612.83,4931.1,0.3655106,824.82
07/01/2015 16,59824,0.4,624.11,10600.8,606.05,5225.7,0.0192374,824.98
07/01/2015 17,59772,1,591.28,10465.5,632.12,5202.7,0.0059192,824.76
07/01/2015 18,59879,3.6,522.49,13216.9,591.38,5072.7,0.0473536,824.75
07/01/2015 19,59950,0.4,393.66,14135,492.45,4925.9,0.0192374,826.67
07/01/2015 20,59996,0.2,381.7,14033.2,464.19,4979.2,0.0029596,827.24
07/01/2015 21,60090,2.8,441.11,14479.7,360.83,4973.6,0.0251566,829.2
07/01/2015 22,60140,0,345.42,13728.6,323.48,4903,0,831.03
07/01/2015 23,60180,0,354.05,13422.1,327.13,4737.7,0,831.6
08/01/2015 00,60203,0,359.72,13235.4,341.3,4572,0,831.59
08/01/2015 01,60265,0,301.45,13495,300.38,4570.9,0,832.27
08/01/2015 02,60272,0,337.97,12262.9,333.39,4497.2,0,831.99
08/01/2015 03,60300,0.2,359.55,13332.9,325.74,4561.6,0.0118384,831.86
08/01/2015 04,60347,1,356.33,13650.5,252.91,4948.4,0.0325556,833.16
08/01/2015 05,60371,1.2,358.31,14010.5,264.98,4794.1,0.0118384,833.64
08/01/2015 06,60374,0,312.17,13409.7,232.94,5201.9,0.0029596,834.42
08/01/2015 07,60427,0.2,310.61,14583.1,220.44,4831.2,0,835.07
08/01/2015 08,60462,0,361.49,13171,225.55,5026.6,0.0932274,835.72
08/01/2015 09,60483,0,427.5,13057.2,249.13,4776.4,2.3647204,835.22
08/01/2015 10,60540,0,446.19,13398.5,242.07,4679.3,5.339119,834.6
08/01/2015 11,60586,0.4,391.63,14343.2,248.31,4841.2,9.3064612,833.04
08/01/2015 12,60600,0.4,379.68,14470.3,246.73,4754.3,8.0353118,833.31
08/01/2015 13,60637,0,384.02,14567.5,280.91,4400.4,8.3815818,831.54
08/01/2015 14,60721,0,332.89,14883.9,247.23,4318.3,3.869677,832.58
08/01/2015 15,60780,0,292.49,13947,221.16,4364.2,0.9085972,833.4
08/01/2015 16,60780,0,270.34,13295.5,202.71,4508.1,0.0029596,834.64
08/01/2015 17,60754,0,289.32,12777.1,214.79,4752.7,0,834.9
08/01/2015 18,60665,0,404.79,11519.8,252.77,4531,0,834.25
08/01/2015 19,60608,0,377.74,11600.7,260.13,4186.4,0,833.86
08/01/2015 20,60516,0,555.38,11496.9,268,4419.5,0.0162778,833.46
08/01/2015 21,60376,5,391.12,10199.2,165.63,5324,0.0059192,834.7
08/01/2015 22,60014,1.2,453.98,9900.8,203.49,5557.7,0,835.39
08/01/2015 23,59710,1,712.76,10494.1,336.94,5292.5,0.0044394,833.89
09/01/2015 00,59599,22.4,790.57,12591,488.17,4743.7,0.0473536,831.19
09/01/2015 01,59760,10.4,533.33,15151.9,432.46,4187.2,0.0177576,830.86
09/01/2015 02,59758,31,662.24,14538.5,418.18,3955.9,0.0162778,830.16
09/01/2015 03,59770,60.6,725.11,14699.2,391.24,4183.5,0.0266364,830.92
09/01/2015 04,59852,37,684.09,15100.7,396.73,4028.5,0.0192374,830.39
09/01/2015 05,59948,27.8,599.93,15414.9,369.56,4078.3,0.014798,831.04
09/01/2015 06,60014,19.8,572.89,15089.8,383.46,3712.5,0,830.96
09/01/2015 07,60113,4.4,506.14,15100.6,373.31,3981,0,830.29
09/01/2015 08,60216,0.8,424.16,14939.2,388.7,3775.5,0.081389,829.8
09/01/2015 09,60252,0.8,471.67,14925.7,406.46,3434.4,1.753563,829.33
09/01/2015 10,60286,2,503.07,14780.8,413.93,3684.7,4.186353,829.21
09/01/2015 11,60245,0,371.92,14928.6,414.12,3845.6,4.8567036,829.13
09/01/2015 12,60220,0.2,305.35,13987.2,396.72,4511,2.9048474,829.06
09/01/2015 13,60157,0.6,344.51,13461.5,329.66,5113,2.2522556,830.5
09/01/2015 14,60079,0.2,279.49,11496.1,266.92,5043.8,1.5597092,831.85
09/01/2015 15,59930,0,82.48,12153.3,239.15,5298,0.3669904,832.8
09/01/2015 16,59829,0,83.51,14298,356.38,5327.7,0,832.28
09/01/2015 17,59763,0.4,131.17,16710.2,425.51,5609.1,0,830.64
09/01/2015 18,59720,3.2,535.4,14641.3,676.25,5703.4,0,827.11
09/01/2015 19,59695,19.2,659.64,14629.1,719.71,5381.1,0.0029596,824.69
09/01/2015 20,59680,14,637.42,14567.9,709.73,5403.8,0,823.4
09/01/2015 21,59698,4.2,575.81,14340.3,695.26,5452.4,0,822.63
09/01/2015 22,59685,0.2,526.48,13627.2,685.68,5538.2,0.0044394,822.58
09/01/2015 23,59618,0.2,536.37,13344.5,690.36,5521.3,0,822.29
10/01/2015 00,59522,1,520.31,12631,705.58,5360.8,0,822.22
10/01/2015 01,59370,0.8,573.69,12105.8,726.9,5155.8,0.0118384,822
10/01/2015 02,59228,6,683,12462,730.39,5101.5,0.0118384,821.93
10/01/2015 03,59158,20.6,696.88,13683.8,696.61,5178.1,0.0503132,821.77
10/01/2015 04,59279,25,642.54,14651.5,514.21,4672.8,0.0532728,824.6
10/01/2015 05,59317,33.2,675.35,14941.8,451.05,4230.5,0.0177576,827.02
10/01/2015 06,59400,4.8,545.61,15382.7,394.39,3970.9,0,827.99
10/01/2015 07,59547,6.4,517.85,15287.3,258.33,4523.3,0.0458738,830.66
10/01/2015 08,59672,3.6,480.36,15105.6,137.16,5107.3,0.1243032,834.14
10/01/2015 09,59753,0,429.25,15118.9,164.06,4432.9,2.6621602,835.99
10/01/2015 10,59866,1.8,493.73,15250.6,166.48,4079.5,5.3864708,835.62
10/01/2015 11,59958,2.2,425.25,15425,65.27,5332,6.2921096,837.02
10/01/2015 12,60039,0.2,424.36,15166.2,111.74,4952.5,8.5206904,836.98
10/01/2015 13,60087,0,424.31,14741.5,136.67,4557.7,7.317616,835.92
10/01/2015 14,60174,0.4,406.9,15458.9,62.7,5031.6,2.056921,836.85
10/01/2015 15,60215,0.4,251.19,14989.9,-5.85,5923.6,0.8908396,839.27
10/01/2015 16,60238,0.2,346.62,14518.1,48.19,5640.7,0.0577122,840.12
10/01/2015 17,60255,0.8,386.64,14646,73.32,5019.8,0.0118384,840.54
10/01/2015 18,60300,0.2,372.02,14588.1,51.57,5383.5,0.0088788,840.46
10/01/2015 19,60299,0,333.61,14380,62.86,5391.3,0,840.6
10/01/2015 20,60300,0.2,420.19,14349.3,86.93,5115.4,0.014798,840.17
10/01/2015 21,60284,0.4,357.52,13607.9,54.51,5475.3,0.0044394,840.02
10/01/2015 22,60274,0,395.56,14292.5,55.87,5364.9,0.0059192,840.02
10/01/2015 23,60298,0.8,417.73,14325.9,75.01,5104.1,0.0088788,840.13
11/01/2015 00,60300,0,380.54,14329.7,79.58,5028.6,0,840
11/01/2015 01,60312,0,360.96,14485,75.9,5004.1,0,839.85
11/01/2015 02,60387,0,294.76,15104.9,54.92,5316.4,0.0029596,839.55
11/01/2015 03,60403,0.2,266.17,14858.7,27.53,5637.5,0,840.22
11/01/2015 04,60420,0.2,354.91,14936.6,62.58,5309.7,0,840.48
11/01/2015 05,60472,0,321.75,14493.9,63.98,5268.9,0,840.23
11/01/2015 06,60480,0,329.11,14317.1,102.69,5053.2,0,839.65
11/01/2015 07,60480,0,343.19,14071.1,137,5040.1,0,838.65
11/01/2015 08,60532,0,375.66,14066.8,170.87,4792.3,0.0991466,837.27
11/01/2015 09,60539,0.2,384.34,13856.3,130.87,5331.6,0.924875,837.21
11/01/2015 10,60540,2.6,328.9,13712.2,82.07,5599.7,1.154244,837.98
11/01/2015 11,60518,1.2,284.32,13462,106.73,5738,2.1915838,837.86
11/01/2015 12,60466,1,369.09,13454.6,157.1,5637.9,2.5792914,837.3
11/01/2015 13,60420,0.8,370.68,13697.3,197.7,5528,3.3058732,836.26
11/01/2015 14,60342,0.2,423.39,13731.1,240.6,5408.1,3.1105396,835.51
11/01/2015 15,60300,0,439.98,13850.2,293.13,5291,1.2741078,834.48
11/01/2015 16,60273,0.6,474.24,13992.7,320.05,5315.1,0.0236768,833.66
11/01/2015 17,60234,0.8,498.86,14031.7,345.28,5216.4,0,833.02
11/01/2015 18,60185,1.4,503.99,14014,360.61,5159.7,0,832.34
11/01/2015 19,60143,2.4,597.8,13629.6,362.57,5061,0,831.81
11/01/2015 20,60079,0,575.76,13512.3,357.66,4833.2,0,831.21
11/01/2015 21,60026,0,538.06,13048.7,356.24,4661.8,0,831
11/01/2015 22,59942,0,579.11,13202.1,369.86,4566.1,0,830.74
11/01/2015 23,59834,3.2,688.2,12903,399.58,4567.9,0,830.16
12/01/2015 00,59713,11.2,706.35,12621.8,411,4537.8,0,829.79
12/01/2015 01,59617,11,739.93,12475.4,418.37,4516.2,0.0044394,829.52
12/01/2015 02,59552,3.8,673.62,12148.1,403.88,4720.3,0.0207172,829.75
12/01/2015 03,59441,7,733.75,11362.8,403.82,4674.3,0.0177576,830.4
12/01/2015 04,59388,1.8,639.55,11105,423.63,4788.1,0.0059192,830.12
12/01/2015 05,59222,3.2,742.97,11166,488.97,4710.5,0,828.94
12/01/2015 06,59186,2.8,662.5,11987.8,512.33,4849.2,0.0103586,828.06
12/01/2015 07,59260,0.4,499.84,14273.5,481.44,4701.9,0.007399,828.24
12/01/2015 08,59348,3,473.96,14485.1,364.95,4657.8,0.1598184,829.91
12/01/2015 09,59422,4.6,495.76,14602.3,283.02,4808.9,1.2963048,831.95
12/01/2015 10,59472,7.4,540.05,14112,219.75,4710,4.4675168,833.85
12/01/2015 11,59522,3.8,513.04,13937.6,258.81,4406.3,7.797066,833.06
12/01/2015 12,59556,1.8,471.58,14130.6,178.92,4759.9,6.4918818,834.4
12/01/2015 13,59593,1.4,453.61,14170.9,163.88,4901.3,6.135254,834.69
12/01/2015 14,59639,0,421.37,13294.1,143.01,5054.9,2.4771852,836.6
12/01/2015 15,59688,0,379.87,13531.8,148.91,4849.1,1.1853198,837.08
12/01/2015 16,59700,0,256.46,12196.1,163.32,4580.4,0.0355152,837.51
12/01/2015 17,59700,0,321.93,11102.5,188.32,4249.3,0,837.11
12/01/2015 18,59675,0,418.29,10998.4,193.63,3786,0,836.99
12/01/2015 19,59620,0,446.29,10396.5,176.22,3719.7,0,836.91
12/01/2015 20,59559,0,499.28,10806.5,200.28,3786.2,0,836.06
12/01/2015 21,59520,0.2,560.68,10359.6,247.07,3938.2,0,835.03
12/01/2015 22,59474,0,471.03,10256.9,252.11,4191.9,0.0103586,834.42
12/01/2015 23,59424,0.2,436.06,10662.5,225.81,4669.8,0.0118384,835.03
13/01/2015 00,59399,0.2,362.84,10869,224.53,4883.7,0,835.2
13/01/2015 01,59432,0.6,352.77,13818.1,167.47,5155,0.0177576,835.46
13/01/2015 02,59478,0.2,213,15896.2,78.23,5445.1,0,836.86
13/01/2015 03,59473,0.2,115.21,11151.9,41.03,5697.9,0,838.15
13/01/2015 04,59460,0,182.78,11617.4,98.51,4884.1,0,839.06
13/01/2015 05,59457,0,253.69,12409.8,103.38,4809.1,0,839.05
13/01/2015 06,59400,0,279.44,11168.6,101.62,4621.7,0,839.32
13/01/2015 07,59396,0,380.31,10953.2,101.43,4251.5,0,839.02
13/01/2015 08,59340,0,456.8,11457.6,110.19,4185,0.1908942,838.8
13/01/2015 09,59395,0,388.27,11706.8,102.88,4432.1,2.5319378,838.8
13/01/2015 10,59400,0,385.21,12012.7,95.3,4634.2,4.5459468,838.5
13/01/2015 11,59400,0,406.09,12309.9,111.5,4533.2,8.7929706,837.52
13/01/2015 12,59363,0,381.02,12153.2,120.93,4398.4,10.78922,836.23
13/01/2015 13,59350,0,394.86,12494.1,123.76,4172.3,8.8995214,835.2
13/01/2015 14,59360,0,378.87,11572.1,130.57,3899.9,8.3623486,834.87
13/01/2015 15,59348,0,375.7,11657.6,102.41,3908.8,1.9962502,835.61
13/01/2015 16,59367,0,357.78,12350.4,63.66,4100.7,0.0325556,837.7
13/01/2015 17,59371,0,368.43,11431.9,26.12,4594,0.0044394,839.1
13/01/2015 18,59367,0,345.19,12289.4,39.22,4570.9,0.0014798,840.04
13/01/2015 19,59345,0,413.26,12053.4,40.71,4455.6,0,840.36
13/01/2015 20,59362,0,385.8,12475.9,41.52,4480.3,0.0281162,840.04
13/01/2015 21,59399,0,425.72,12944.7,6.01,5080.7,0.0251566,840.58
13/01/2015 22,59399,0,440.75,13148,13.42,5066.1,0.0088788,840.81
13/01/2015 23,59400,0,385.66,12854.3,32.2,4936.7,0,840.6
14/01/2015 00,59400,0,413.62,13043.5,44.16,4534.4,0,840.6
14/01/2015 01,59400,0,402.43,13459.7,53.54,4444.7,0,840.35
14/01/2015 02,59409,0,366.7,12624.6,50.96,4435.2,0,840.02
14/01/2015 03,59444,0,366.79,12839.5,29.22,4437.2,0,840.51
14/01/2015 04,59401,0.2,443.42,12490.6,27.18,4263.9,0,840.6
14/01/2015 05,59400,0,382.34,12050.2,16.48,4370.1,0,840.97
14/01/2015 06,59441,0,331.65,13449.6,9.08,4387,0,841.21
14/01/2015 07,59440,0,434.46,12920.8,20.24,4399.5,0,841.21
14/01/2015 08,59458,0,470.39,12508.4,50.71,4215.3,0.2412074,840.78
14/01/2015 09,59458,0,484.5,11698.2,58.82,4518.9,0.9011982,839.95
14/01/2015 10,59457,0,554,11120.9,77.38,4804.5,5.8600096,839.81
14/01/2015 11,59461,0.2,501.25,12229.2,128.15,4637.3,9.7015698,837.83
14/01/2015 12,59460,0,508.01,11631.9,165.51,4377.4,11.111817,835.78
14/01/2015 13,59490,0,482.41,11338.3,167.29,4178.7,6.2388368,835.02
14/01/2015 14,59489,0,402.26,10453.9,165.24,4215.2,3.5529998,835.59
14/01/2015 15,59424,0,382.68,10864.6,189.99,4162.1,0.9825872,835.26
14/01/2015 16,59317,0,291.16,10097.8,164.84,4490.5,0.0177576,835.22
14/01/2015 17,59123,0,215.76,8506.8,180.01,4522.4,0,835.2
14/01/2015 18,58921,0,344.95,8742.3,191.92,4612.2,0,835.2
14/01/2015 19,58717,0,401.63,8764.1,188.83,4701.3,0,835.18
14/01/2015 20,58537,0,372.04,8546.6,198.64,4777.2,0,835.18
14/01/2015 21,58324,0.4,415.31,9002.6,210.1,4947.8,0.0044394,835.2
14/01/2015 22,58132,0.4,506.37,9242.7,237.97,5087.2,0,835.14
14/01/2015 23,57981,0.8,490.77,9323.7,290.16,5211.4,0,834.29
15/01/2015 00,57971,2.4,428.76,10942.7,376.2,4914.1,0.0029596,833.08
15/01/2015 01,57960,0,485.14,11996.6,381.83,4170.6,0,832.05
15/01/2015 02,57960,0,545.43,10625.5,342.84,3973.6,0,831.63
15/01/2015 03,57964,0,575.24,11173.7,333.32,3823.9,0,831.78
15/01/2015 04,57952,0,598.45,10953.3,336.89,3682.8,0,831.27
15/01/2015 05,57907,0,597.55,10885.5,312.54,3731.5,0,831.39
15/01/2015 06,57898,0,648.16,11237.1,306.47,3627.4,0,831.97
15/01/2015 07,57890,0,659.29,11324.3,299.41,3616,0,832.2
15/01/2015 08,57897,0,652.56,11107.9,284.99,3635.8,0.2160508,832.51
15/01/2015 09,57892,1.4,669.82,10902.5,285.93,3616.6,2.611847,832.47
